"Date","Open","High","Low","Close","Adj Close","RealDate"
886,30.0,30.438,29.719999,29.912001,29.912001,"2014-01-03"
887,30.0,30.08,29.048,29.4,29.4,"2014-01-06"
888,29.524,30.08,29.049999,29.872,29.872,"2014-01-07"
889,29.77,30.74,29.752001,30.256001,30.256001,"2014-01-08"
890,30.5,30.686001,29.370001,29.506001,29.506001,"2014-01-09"
891,29.691999,29.780001,28.450001,29.143999,29.143999,"2014-01-10"
892,29.156,29.4,27.563999,27.868,27.868,"2014-01-13"
893,28.1,32.400002,27.334,32.254002,32.254002,"2014-01-14"
894,33.689999,34.445999,32.419998,32.826,32.826,"2014-01-15"
895,32.5,34.540001,32.48,34.194,34.194,"2014-01-16"
896,34.037998,34.639999,33.59,34.001999,34.001999,"2014-01-17"
897,34.248001,35.458,34.161999,35.335999,35.335999,"2014-01-21"
898,35.562,36.063999,34.952,35.712002,35.712002,"2014-01-22"
899,35.445999,36.476002,34.683998,36.299999,36.299999,"2014-01-23"
900,35.57,36.096001,34.706001,34.919998,34.919998,"2014-01-24"
901,35.032001,35.584,32.942001,33.924,33.924,"2014-01-27"
902,34.299999,35.796001,34.200001,35.675999,35.675999,"2014-01-28"
903,35.060001,35.818001,34.625999,35.046001,35.046001,"2014-01-29"
904,35.599998,36.956001,35.402,36.568001,36.568001,"2014-01-30"
905,35.77,37.200001,35.702,36.282001,36.282001,"2014-01-31"
906,36.577999,36.976002,35.032001,35.422001,35.422001,"2014-02-03"
907,36.139999,36.32,35.240002,35.745998,35.745998,"2014-02-04"
908,35.66,36.118,33.872002,34.883999,34.883999,"2014-02-05"
909,35.259998,36.021999,35.200001,35.675999,35.675999,"2014-02-06"
910,36.202,37.326,35.919998,37.306,37.306,"2014-02-07"
911,37.868,39.860001,37.863998,39.312,39.312,"2014-02-10"
912,39.793999,40.439999,38.540001,39.324001,39.324001,"2014-02-11"
913,39.155998,39.653999,38.863998,39.063999,39.063999,"2014-02-12"
914,38.667999,40.543999,38.650002,39.925999,39.925999,"2014-02-13"
915,39.619999,40.375999,39.400002,39.646,39.646,"2014-02-14"
916,41.048,41.200001,40.271999,40.740002,40.740002,"2014-02-18"
917,40.740002,40.740002,38.681999,38.728001,38.728001,"2014-02-19"
918,43.001999,43.042,41.254002,41.993999,41.993999,"2014-02-20"
919,42.327999,42.796001,41.838001,41.919998,41.919998,"2014-02-21"
920,41.751999,43.672001,41.664001,43.529999,43.529999,"2014-02-24"
921,46.0,51.84,45.689999,49.599998,49.599998,"2014-02-25"
922,51.716,53.0,49.5,50.599998,50.599998,"2014-02-26"
923,52.25,52.380001,49.666,50.507999,50.507999,"2014-02-27"
924,49.93,50.535999,48.509998,48.962002,48.962002,"2014-02-28"
925,47.452,50.330002,46.998001,50.112,50.112,"2014-03-03"
926,51.695999,52.0,50.566002,50.967999,50.967999,"2014-03-04"
927,51.344002,51.397999,50.360001,50.532001,50.532001,"2014-03-05"
928,50.827999,51.5,49.889999,50.588001,50.588001,"2014-03-06"
929,50.588001,50.970001,48.882,49.242001,49.242001,"2014-03-07"
930,48.540001,48.599998,47.212002,47.768002,47.768002,"2014-03-10"
931,47.299999,48.919998,46.486,46.882,46.882,"2014-03-11"
932,46.299999,49.5,46.222,48.298,48.298,"2014-03-12"
933,48.757999,48.838001,46.799999,47.557999,47.557999,"2014-03-13"
934,47.057999,47.388,45.664001,46.194,46.194,"2014-03-14"
935,46.990002,47.585999,46.099998,46.796001,46.796001,"2014-03-17"
936,47.389999,48.299999,47.004002,48.007999,48.007999,"2014-03-18"
937,48.278,48.310001,46.702,47.167999,47.167999,"2014-03-19"
938,47.231998,47.849998,46.672001,46.981998,46.981998,"2014-03-20"
939,47.203999,47.240002,45.5,45.778,45.778,"2014-03-21"
940,45.950001,45.98,42.054001,44.034,44.034,"2014-03-24"
941,44.827999,45.41,43.580002,44.088001,44.088001,"2014-03-25"
942,44.389999,44.52,42.27,42.591999,42.591999,"2014-03-26"
943,42.473999,42.720001,40.599998,41.464001,41.464001,"2014-03-27"
944,42.560001,43.344002,42.054001,42.473999,42.473999,"2014-03-28"
945,43.299999,43.349998,41.278,41.689999,41.689999,"2014-03-31"
946,41.804001,43.632,41.716,43.394001,43.394001,"2014-04-01"
947,44.0,46.178001,43.610001,46.057999,46.057999,"2014-04-02"
948,46.060001,47.146,44.400002,45.080002,45.080002,"2014-04-03"
949,45.202,45.653999,42.25,42.445999,42.445999,"2014-04-04"
950,41.161999,43.240002,40.702,41.504002,41.504002,"2014-04-07"
951,42.009998,43.298,41.284,43.091999,43.091999,"2014-04-08"
952,43.352001,43.689999,42.178001,43.386002,43.386002,"2014-04-09"
953,43.363998,43.5,40.757999,40.838001,40.838001,"2014-04-10"
954,40.122002,41.400002,39.720001,40.756001,40.756001,"2014-04-11"
955,41.52,41.688,38.882,39.618,39.618,"2014-04-14"
956,39.818001,39.858002,36.863998,38.782001,38.782001,"2014-04-15"
957,39.400002,39.998001,38.164001,39.821999,39.821999,"2014-04-16"
958,39.922001,40.458,38.816002,39.624001,39.624001,"2014-04-17"
959,39.416,41.240002,38.799999,40.875999,40.875999,"2014-04-21"
960,41.271999,43.866001,41.001999,43.728001,43.728001,"2014-04-22"
961,43.265999,43.348,41.400002,41.598,41.598,"2014-04-23"
962,42.161999,42.560001,40.639999,41.571999,41.571999,"2014-04-24"
963,40.400002,41.34,39.529999,39.970001,39.970001,"2014-04-25"
964,40.0,40.757999,38.099998,39.702,39.702,"2014-04-28"
965,39.641998,41.43,39.105999,41.383999,41.383999,"2014-04-29"
966,40.720001,41.632,40.256001,41.577999,41.577999,"2014-04-30"
967,41.416,42.804001,41.138,41.546001,41.546001,"2014-05-01"
968,41.720001,42.271999,41.304001,42.181999,42.181999,"2014-05-02"
969,41.896,43.537998,41.703999,43.321999,43.321999,"2014-05-05"
970,43.32,43.731998,41.369999,41.456001,41.456001,"2014-05-06"
971,41.928001,42.040001,39.450001,40.27,40.27,"2014-05-07"
972,36.400002,38.880001,35.599998,35.717999,35.717999,"2014-05-08"
973,35.972,36.68,35.444,36.452,36.452,"2014-05-09"
974,36.773998,37.438,35.976002,36.933998,36.933998,"2014-05-12"
975,36.751999,38.268002,36.599998,38.032001,38.032001,"2014-05-13"
976,37.790001,38.695999,37.419998,38.124001,38.124001,"2014-05-14"
977,37.995998,38.532001,37.060001,37.717999,37.717999,"2014-05-15"
978,37.790001,38.408001,37.543999,38.312,38.312,"2014-05-16"
979,38.144001,39.377998,38.0,39.217999,39.217999,"2014-05-19"
980,39.388,39.866001,38.613998,39.060001,39.060001,"2014-05-20"
981,39.236,39.973999,38.958,39.889999,39.889999,"2014-05-21"
982,40.07,41.375999,39.911999,40.976002,40.976002,"2014-05-22"
983,40.905998,41.551998,40.5,41.459999,41.459999,"2014-05-23"
984,41.703999,42.773998,41.540001,42.312,42.312,"2014-05-27"
985,42.004002,42.554001,41.051998,42.048,42.048,"2014-05-28"
986,42.113998,42.498001,41.543999,42.048,42.048,"2014-05-29"
987,42.060001,42.959999,41.403999,41.554001,41.554001,"2014-05-30"
988,41.466,41.869999,40.334,40.939999,40.939999,"2014-06-02"
989,40.698002,41.599998,40.518002,40.987999,40.987999,"2014-06-03"
990,40.869999,41.251999,40.080002,40.798,40.798,"2014-06-04"
991,40.894001,41.84,40.810001,41.380001,41.380001,"2014-06-05"
992,41.950001,42.161999,41.436001,41.633999,41.633999,"2014-06-06"
993,41.59,41.998001,40.84,41.062,41.062,"2014-06-09"
994,40.886002,41.394001,40.310001,40.459999,40.459999,"2014-06-10"
995,40.299999,41.0,39.849998,40.894001,40.894001,"2014-06-11"
996,41.02,41.976002,40.542,40.703999,40.703999,"2014-06-12"
997,40.956001,41.358002,40.316002,41.284,41.284,"2014-06-13"
998,41.352001,45.098,41.251999,44.922001,44.922001,"2014-06-16"
999,44.821999,47.108002,44.57,46.334,46.334,"2014-06-17"
1000,46.299999,46.341999,45.223999,45.424,45.424,"2014-06-18"
1001,45.776001,47.062,45.400002,45.557999,45.557999,"2014-06-19"
1002,45.703999,46.257999,45.240002,45.917999,45.917999,"2014-06-20"
1003,45.902,47.798,45.644001,47.444,47.444,"2014-06-23"
1004,47.793999,48.375999,46.326,46.5,46.5,"2014-06-24"
1005,46.610001,47.509998,46.048,47.377998,47.377998,"2014-06-25"
1006,47.433998,48.080002,46.841999,47.119999,47.119999,"2014-06-26"
1007,46.938,48.0,46.900002,47.812,47.812,"2014-06-27"
1008,47.91,48.897999,47.799999,48.012001,48.012001,"2014-06-30"
1009,48.492001,48.688,47.740002,47.944,47.944,"2014-07-01"
1010,48.132,48.466,45.414001,45.886002,45.886002,"2014-07-02"
1011,46.257999,46.380001,44.799999,45.849998,45.849998,"2014-07-03"
1012,45.5,45.956001,44.080002,44.532001,44.532001,"2014-07-07"
1013,43.73,44.192001,42.854,43.813999,43.813999,"2014-07-08"
1014,44.254002,44.844002,43.841999,44.612,44.612,"2014-07-09"
1015,43.436001,44.444,43.208,43.891998,43.891998,"2014-07-10"
1016,44.122002,44.32,43.52,43.625999,43.625999,"2014-07-11"
1017,43.998001,45.757999,43.09,45.34,45.34,"2014-07-14"
1018,45.346001,45.529999,43.619999,43.916,43.916,"2014-07-15"
1019,44.363998,44.959999,43.363998,43.431999,43.431999,"2014-07-16"
1020,43.231998,44.110001,42.720001,43.080002,43.080002,"2014-07-17"
1021,43.189999,44.242001,43.186001,44.004002,44.004002,"2014-07-18"
1022,43.450001,44.641998,43.344002,44.108002,44.108002,"2014-07-21"
1023,44.438,44.66,43.821999,43.916,43.916,"2014-07-22"
1024,44.001999,44.950001,43.886002,44.498001,44.498001,"2014-07-23"
1025,44.650002,45.02,44.16,44.708,44.708,"2014-07-24"
1026,44.543999,45.394001,44.349998,44.714001,44.714001,"2014-07-25"
1027,44.849998,46.400002,44.279999,44.964001,44.964001,"2014-07-28"
1028,45.321999,45.66,44.972,45.001999,45.001999,"2014-07-29"
1029,44.383999,45.919998,44.208,45.784,45.784,"2014-07-30"
1030,45.852001,46.279999,44.299999,44.66,44.66,"2014-07-31"
1031,45.217999,47.5,45.200001,46.653999,46.653999,"2014-08-01"
1032,46.875999,48.099998,46.653999,47.703999,47.703999,"2014-08-04"
1033,47.493999,48.598,47.138,47.698002,47.698002,"2014-08-05"
1034,47.779999,50.284,47.716,49.785999,49.785999,"2014-08-06"
1035,50.023998,51.338001,49.824001,50.478001,50.478001,"2014-08-07"
1036,50.231998,50.352001,49.299999,49.625999,49.625999,"2014-08-08"
1037,51.096001,52.748001,51.0,51.863998,51.863998,"2014-08-11"
1038,51.616001,52.060001,50.916,51.992001,51.992001,"2014-08-12"
1039,52.402,53.127998,51.922001,52.062,52.062,"2014-08-13"
1040,52.498001,52.599998,51.299999,52.276001,52.276001,"2014-08-14"
1041,52.296001,52.417999,51.700001,52.402,52.402,"2014-08-15"
1042,52.650002,53.452,51.950001,51.987999,51.987999,"2014-08-18"
1043,51.773998,51.866001,50.324001,51.352001,51.352001,"2014-08-19"
1044,50.933998,51.748001,50.599998,51.141998,51.141998,"2014-08-20"
1045,51.304001,51.759998,50.652,50.868,50.868,"2014-08-21"
1046,50.908001,51.389999,50.521999,51.355999,51.355999,"2014-08-22"
1047,51.638,52.736,51.638,52.509998,52.509998,"2014-08-25"
1048,52.995998,53.099998,52.332001,52.348,52.348,"2014-08-26"
1049,52.700001,52.848,52.057999,52.650002,52.650002,"2014-08-27"
1050,52.377998,52.896,52.327999,52.771999,52.771999,"2014-08-28"
1051,53.740002,54.400002,53.501999,53.939999,53.939999,"2014-08-29"
1052,55.099998,56.978001,54.860001,56.824001,56.824001,"2014-09-02"
1053,57.534,57.599998,56.02,56.237999,56.237999,"2014-09-03"
1054,56.801998,58.284,56.080002,57.208,57.208,"2014-09-04"
1055,56.509998,56.580002,54.501999,55.478001,55.478001,"2014-09-05"
1056,55.523998,56.976002,55.504002,56.422001,56.422001,"2014-09-08"
1057,56.598,57.098,55.400002,55.695999,55.695999,"2014-09-09"
1058,55.900002,56.282001,54.731998,56.220001,56.220001,"2014-09-10"
1059,56.091999,56.958,55.726002,56.062,56.062,"2014-09-11"
1060,56.099998,56.478001,55.400002,55.84,55.84,"2014-09-12"
1061,54.874001,54.880001,49.826,50.771999,50.771999,"2014-09-15"
1062,51.029999,52.492001,50.484001,52.147999,52.147999,"2014-09-16"
1063,52.481998,52.939999,51.900002,52.276001,52.276001,"2014-09-17"
1064,52.672001,53.119999,52.464001,52.764,52.764,"2014-09-18"
1065,51.598,52.285999,51.054001,51.863998,51.863998,"2014-09-19"
1066,51.0,51.203999,48.942001,50.006001,50.006001,"2014-09-22"
1067,49.043999,50.759998,49.0,50.082001,50.082001,"2014-09-23"
1068,50.223999,50.568001,49.408001,50.428001,50.428001,"2014-09-24"
1069,50.504002,50.992001,49.220001,49.389999,49.389999,"2014-09-25"
1070,49.650002,49.945999,49.214001,49.32,49.32,"2014-09-26"
1071,48.799999,49.728001,48.276001,49.051998,49.051998,"2014-09-29"
1072,49.383999,49.529999,48.023998,48.535999,48.535999,"2014-09-30"
1073,48.439999,48.532001,47.130001,48.048,48.048,"2014-10-01"
1074,50.040001,50.557999,49.071999,50.284,50.284,"2014-10-02"
1075,50.612,51.299999,50.206001,51.042,51.042,"2014-10-03"
1076,51.826,52.498001,51.560001,52.124001,52.124001,"2014-10-06"
1077,51.706001,52.292,51.146,51.914001,51.914001,"2014-10-07"
1078,52.02,52.576,50.528,51.855999,51.855999,"2014-10-08"
1079,52.450001,53.108002,50.880001,51.402,51.402,"2014-10-09"
1080,48.928001,49.178001,47.040001,47.382,47.382,"2014-10-10"
1081,47.714001,47.792,44.200001,44.917999,44.917999,"2014-10-13"
1082,45.650002,46.493999,44.599998,45.411999,45.411999,"2014-10-14"
1083,44.0,46.198002,43.464001,45.939999,45.939999,"2014-10-15"
1084,43.944,45.984001,43.82,45.27,45.27,"2014-10-16"
1085,46.675999,46.953999,45.310001,45.495998,45.495998,"2014-10-17"
1086,45.344002,46.48,45.102001,46.094002,46.094002,"2014-10-20"
1087,46.854,47.077999,46.16,47.068001,47.068001,"2014-10-21"
1088,46.638,47.478001,46.112,46.220001,46.220001,"2014-10-22"
1089,46.931999,47.256001,46.400002,47.057999,47.057999,"2014-10-23"
1090,47.254002,47.560001,46.240002,47.048,47.048,"2014-10-24"
1091,46.849998,46.922001,44.062,44.334,44.334,"2014-10-27"
1092,45.919998,48.919998,45.650002,48.554001,48.554001,"2014-10-28"
1093,48.226002,48.299999,47.127998,47.619999,47.619999,"2014-10-29"
1094,47.627998,48.099998,47.012001,47.731998,47.731998,"2014-10-30"
1095,48.501999,48.624001,47.75,48.34,48.34,"2014-10-31"
1096,48.599998,49.512001,48.264,48.518002,48.518002,"2014-11-03"
1097,48.098,48.470001,47.306,47.785999,47.785999,"2014-11-04"
1098,48.200001,48.271999,46.105999,46.194,46.194,"2014-11-05"
1099,46.897999,49.338001,45.700001,48.243999,48.243999,"2014-11-06"
1100,48.438,48.568001,47.439999,48.040001,48.040001,"2014-11-07"
1101,47.821999,48.576,47.360001,48.386002,48.386002,"2014-11-10"
1102,48.509998,50.363998,48.400002,50.216,50.216,"2014-11-11"
1103,49.944,50.467999,49.116001,49.82,49.82,"2014-11-12"
1104,50.124001,51.150002,50.049999,50.34,50.34,"2014-11-13"
1105,50.0,51.77,49.700001,51.736,51.736,"2014-11-14"
1106,51.498001,51.799999,50.403999,50.796001,50.796001,"2014-11-17"
1107,51.172001,51.998001,51.102001,51.540001,51.540001,"2014-11-18"
1108,50.122002,50.375999,49.119999,49.548,49.548,"2014-11-19"
1109,49.59,50.186001,49.200001,49.742001,49.742001,"2014-11-20"
1110,50.442001,50.556,48.433998,48.556,48.556,"2014-11-21"
1111,49.040001,49.52,48.127998,49.344002,49.344002,"2014-11-24"
1112,49.470001,49.944,49.217999,49.618,49.618,"2014-11-25"
1113,49.667999,49.799999,49.32,49.688,49.688,"2014-11-26"
1114,49.07,49.338001,48.504002,48.903999,48.903999,"2014-11-28"
1115,48.231998,48.493999,45.801998,46.327999,46.327999,"2014-12-01"
1116,46.914001,46.976002,45.599998,46.285999,46.285999,"2014-12-02"
1117,45.25,45.944,45.099998,45.860001,45.860001,"2014-12-03"
1118,45.720001,46.18,45.562,45.655998,45.655998,"2014-12-04"
1119,45.734001,45.877998,44.452,44.742001,44.742001,"2014-12-05"
1120,44.307999,44.972,42.467999,42.872002,42.872002,"2014-12-08"
1121,41.868,43.546001,40.854,43.377998,43.377998,"2014-12-09"
1122,42.826,43.354,41.540001,41.967999,41.967999,"2014-12-10"
1123,42.105999,43.085999,41.646,41.776001,41.776001,"2014-12-11"
1124,40.964001,42.335999,40.900002,41.400002,41.400002,"2014-12-12"
1125,41.858002,41.959999,40.534,40.807999,40.807999,"2014-12-15"
1126,40.178001,40.736,39.074001,39.562,39.562,"2014-12-16"
1127,38.612,41.330002,38.529999,41.164001,41.164001,"2014-12-17"
1128,42.476002,43.688,42.360001,43.652,43.652,"2014-12-18"
1129,44.037998,44.080002,42.900002,43.858002,43.858002,"2014-12-19"
1130,44.0,44.812,43.652,44.52,44.52,"2014-12-22"
1131,44.762001,44.863998,43.903999,44.194,44.194,"2014-12-23"
1132,43.953999,44.5,43.849998,44.452,44.452,"2014-12-24"
1133,44.301998,45.700001,44.299999,45.563999,45.563999,"2014-12-26"
1134,45.380001,45.582001,44.804001,45.141998,45.141998,"2014-12-29"
1135,44.798,45.130001,44.279999,44.445999,44.445999,"2014-12-30"
1136,44.618,45.136002,44.450001,44.481998,44.481998,"2014-12-31"
1137,44.574001,44.650002,42.652,43.862,43.862,"2015-01-02"
1138,42.91,43.299999,41.431999,42.018002,42.018002,"2015-01-05"
1139,42.012001,42.84,40.841999,42.256001,42.256001,"2015-01-06"
1140,42.669998,42.956001,41.956001,42.189999,42.189999,"2015-01-07"
1141,42.562,42.759998,42.001999,42.124001,42.124001,"2015-01-08"
1142,41.784,41.995998,40.992001,41.332001,41.332001,"2015-01-09"
1143,40.610001,40.894001,39.849998,40.442001,40.442001,"2015-01-12"
1144,40.664001,41.521999,40.181999,40.849998,40.849998,"2015-01-13"
1145,37.166,39.040001,37.0,38.537998,38.537998,"2015-01-14"
1146,38.897999,39.150002,38.0,38.374001,38.374001,"2015-01-15"
1147,38.139999,38.897999,37.93,38.613998,38.613998,"2015-01-16"
1148,38.773998,38.824001,37.408001,38.386002,38.386002,"2015-01-20"
1149,37.91,39.736,37.902,39.313999,39.313999,"2015-01-21"
1150,39.400002,40.647999,39.040001,40.324001,40.324001,"2015-01-22"
1151,40.057999,40.700001,39.666,40.257999,40.257999,"2015-01-23"
1152,40.366001,41.723999,40.209999,41.310001,41.310001,"2015-01-26"
1153,40.883999,41.605999,40.66,41.195999,41.195999,"2015-01-27"
1154,41.222,41.273998,39.683998,39.874001,39.874001,"2015-01-28"
1155,40.214001,41.195999,39.299999,41.040001,41.040001,"2015-01-29"
1156,40.792,41.493999,40.599998,40.720001,40.720001,"2015-01-30"
1157,40.793999,42.389999,40.66,42.188,42.188,"2015-02-02"
1158,42.644001,44.074001,42.254002,43.672001,43.672001,"2015-02-03"
1159,43.658001,44.296001,43.360001,43.709999,43.709999,"2015-02-04"
1160,43.976002,45.096001,43.928001,44.198002,44.198002,"2015-02-05"
1161,44.400002,44.68,43.299999,43.472,43.472,"2015-02-06"
1162,43.076,43.585999,42.397999,43.495998,43.495998,"2015-02-09"
1163,43.509998,44.099998,43.0,43.257999,43.257999,"2015-02-10"
1164,42.442001,42.948002,41.456001,42.560001,42.560001,"2015-02-11"
1165,38.714001,40.618,38.655998,40.576,40.576,"2015-02-12"
1166,40.580002,41.198002,40.181999,40.754002,40.754002,"2015-02-13"
1167,41.139999,41.139999,40.299999,40.869999,40.869999,"2015-02-17"
1168,40.834,41.234001,40.52,40.891998,40.891998,"2015-02-18"
1169,41.0,42.487999,40.75,42.341999,42.341999,"2015-02-19"
1170,42.155998,43.52,41.962002,43.422001,43.422001,"2015-02-20"
1171,43.132,43.639999,41.265999,41.467999,41.467999,"2015-02-23"
1172,41.458,41.458,40.34,40.821999,40.821999,"2015-02-24"
1173,40.987999,41.428001,40.515999,40.751999,40.751999,"2015-02-25"
1174,40.799999,42.217999,40.444,41.438,41.438,"2015-02-26"
1175,41.380001,41.709999,40.560001,40.667999,40.667999,"2015-02-27"
1176,40.540001,40.667999,39.166,39.466,39.466,"2015-03-02"
1177,39.362,40.048,39.063999,39.911999,39.911999,"2015-03-03"
1178,39.849998,40.504002,39.442001,40.487999,40.487999,"2015-03-04"
1179,40.57,41.237999,40.029999,40.125999,40.125999,"2015-03-05"
1180,39.841999,40.150002,38.43,38.776001,38.776001,"2015-03-06"
1181,38.877998,38.897999,37.650002,38.175999,38.175999,"2015-03-09"
1182,37.692001,38.700001,37.52,38.063999,38.063999,"2015-03-10"
1183,38.23,39.236,38.202,38.748001,38.748001,"2015-03-11"
1184,38.75,38.889999,37.950001,38.214001,38.214001,"2015-03-12"
1185,37.790001,38.349998,37.464001,37.736,37.736,"2015-03-13"
1186,38.400002,39.181999,37.959999,39.139999,39.139999,"2015-03-16"
1187,39.085999,39.742001,38.787998,38.945999,38.945999,"2015-03-17"
1188,38.992001,40.175999,38.622002,40.141998,40.141998,"2015-03-18"
1189,40.400002,40.917999,38.905998,39.130001,39.130001,"2015-03-19"
1190,39.490002,39.798,39.124001,39.616001,39.616001,"2015-03-20"
1191,39.700001,40.099998,39.493999,39.925999,39.925999,"2015-03-23"
1192,40.316002,40.757999,39.950001,40.344002,40.344002,"2015-03-24"
1193,39.653999,39.717999,38.540001,38.860001,38.860001,"2015-03-25"
1194,38.784,38.958,37.939999,38.082001,38.082001,"2015-03-26"
1195,37.813999,37.858002,36.279999,37.0,37.0,"2015-03-27"
1196,37.169998,38.450001,36.360001,38.113998,38.113998,"2015-03-30"
1197,38.706001,38.751999,37.681999,37.754002,37.754002,"2015-03-31"
1198,37.740002,38.459999,37.209999,37.518002,37.518002,"2015-04-01"
1199,38.046001,38.646,38.0,38.200001,38.200001,"2015-04-02"
1200,39.599998,41.549999,39.5,40.619999,40.619999,"2015-04-06"
1201,40.501999,41.012001,40.228001,40.650002,40.650002,"2015-04-07"
1202,41.639999,42.18,41.174,41.534,41.534,"2015-04-08"
1203,41.686001,42.074001,41.223999,42.018002,42.018002,"2015-04-09"
1204,41.970001,42.330002,41.799999,42.18,42.18,"2015-04-10"
1205,42.088001,42.599998,41.810001,41.956001,41.956001,"2015-04-13"
1206,41.714001,41.897999,41.099998,41.492001,41.492001,"2015-04-14"
1207,41.492001,41.917999,41.32,41.566002,41.566002,"2015-04-15"
1208,41.540001,41.834,41.257999,41.34,41.34,"2015-04-16"
1209,40.998001,41.375999,40.700001,41.358002,41.358002,"2015-04-17"
1210,41.355999,41.57,40.77,41.054001,41.054001,"2015-04-20"
1211,41.16,42.150002,40.862,41.882,41.882,"2015-04-21"
1212,42.5,44.375999,42.338001,43.888,43.888,"2015-04-22"
1213,43.653999,44.296001,43.43,43.720001,43.720001,"2015-04-23"
1214,44.099998,44.16,43.602001,43.686001,43.686001,"2015-04-24"
1215,44.512001,47.75,44.400002,46.310001,46.310001,"2015-04-27"
1216,46.950001,47.099998,45.605999,46.096001,46.096001,"2015-04-28"
1217,46.009998,46.993999,45.526001,46.490002,46.490002,"2015-04-29"
1218,46.077999,46.577999,45.034,45.209999,45.209999,"2015-04-30"
1219,45.987999,46.354,44.082001,45.206001,45.206001,"2015-05-01"
1220,45.636002,46.945999,45.422001,46.102001,46.102001,"2015-05-04"
1221,47.551998,47.900002,45.826,46.59,46.59,"2015-05-05"
1222,46.82,46.894001,45.639999,46.085999,46.085999,"2015-05-06"
1223,44.200001,47.495998,44.049999,47.360001,47.360001,"2015-05-07"
1224,47.198002,47.681999,46.740002,47.321999,47.321999,"2015-05-08"
1225,47.257999,48.576,47.062,47.897999,47.897999,"2015-05-11"
1226,48.021999,49.27,47.638,48.948002,48.948002,"2015-05-12"
1227,49.521999,49.66,48.450001,48.636002,48.636002,"2015-05-13"
1228,48.964001,48.978001,48.25,48.82,48.82,"2015-05-14"
1229,48.785999,49.880001,48.5,49.768002,49.768002,"2015-05-15"
1230,49.400002,49.98,49.200001,49.75,49.75,"2015-05-18"
1231,49.686001,50.200001,49.23,49.428001,49.428001,"2015-05-19"
1232,49.425999,49.548,48.273998,48.869999,48.869999,"2015-05-20"
1233,48.605999,49.324001,48.472,49.124001,49.124001,"2015-05-21"
1234,49.076,49.720001,49.001999,49.546001,49.546001,"2015-05-22"
1235,49.535999,50.400002,49.299999,49.492001,49.492001,"2015-05-26"
1236,49.702,49.900002,49.110001,49.486,49.486,"2015-05-27"
1237,49.405998,50.360001,49.009998,50.290001,50.290001,"2015-05-28"
1238,50.200001,50.574001,49.886002,50.16,50.16,"2015-05-29"
1239,50.282001,50.32,49.493999,49.889999,49.889999,"2015-06-01"
1240,49.784,49.880001,49.259998,49.669998,49.669998,"2015-06-02"
1241,49.639999,50.144001,49.402,49.798,49.798,"2015-06-03"
1242,49.5,49.860001,49.141998,49.183998,49.183998,"2015-06-04"
1243,49.200001,49.939999,49.136002,49.827999,49.827999,"2015-06-05"
1244,50.169998,51.75,50.062,51.257999,51.257999,"2015-06-08"
1245,51.080002,51.548,50.827999,51.200001,51.200001,"2015-06-09"
1246,50.380001,50.799999,49.700001,50.139999,50.139999,"2015-06-10"
1247,50.652,50.874001,50.085999,50.282001,50.282001,"2015-06-11"
1248,50.042,50.692001,50.042,50.138,50.138,"2015-06-12"
1249,49.939999,50.256001,49.202,50.076,50.076,"2015-06-15"
1250,50.026001,50.688,49.82,50.624001,50.624001,"2015-06-16"
1251,50.433998,52.872002,50.403999,52.082001,52.082001,"2015-06-17"
1252,52.400002,52.692001,52.004002,52.377998,52.377998,"2015-06-18"
1253,52.48,52.759998,52.02,52.501999,52.501999,"2015-06-19"
1254,52.43,52.880001,51.138,51.958,51.958,"2015-06-22"
1255,52.063999,53.599998,51.714001,53.534,53.534,"2015-06-23"
1256,53.396,53.470001,52.743999,53.034,53.034,"2015-06-24"
1257,53.290001,54.282001,53.049999,53.757999,53.757999,"2015-06-25"
1258,53.778,53.821999,53.200001,53.417999,53.417999,"2015-06-26"
1259,52.389999,53.189999,52.139999,52.403999,52.403999,"2015-06-29"
1260,52.959999,54.183998,52.799999,53.652,53.652,"2015-06-30"
1261,54.222,54.523998,53.57,53.830002,53.830002,"2015-07-01"
1262,56.040001,56.490002,54.661999,56.004002,56.004002,"2015-07-02"
1263,55.776001,56.338001,55.259998,55.944,55.944,"2015-07-06"
1264,55.0,55.040001,52.153999,53.576,53.576,"2015-07-07"
1265,51.863998,52.16,50.862,50.992001,50.992001,"2015-07-08"
1266,51.816002,52.59,51.358002,51.584,51.584,"2015-07-09"
1267,52.444,52.599998,51.563999,51.830002,51.830002,"2015-07-10"
1268,52.450001,52.509998,51.209999,52.431999,52.431999,"2015-07-13"
1269,52.419998,53.198002,52.102001,53.130001,53.130001,"2015-07-14"
1270,53.348,53.498001,52.416,52.627998,52.627998,"2015-07-15"
1271,52.844002,53.439999,52.632,53.335999,53.335999,"2015-07-16"
1272,54.5,55.108002,53.650002,54.931999,54.931999,"2015-07-17"
1273,55.0,57.330002,54.507999,56.452,56.452,"2015-07-20"
1274,54.009998,54.700001,53.310001,53.354,53.354,"2015-07-21"
1275,52.254002,53.888,52.172001,53.574001,53.574001,"2015-07-22"
1276,53.93,53.98,53.054001,53.439999,53.439999,"2015-07-23"
1277,53.476002,54.217999,52.784,53.082001,53.082001,"2015-07-24"
1278,52.486,52.886002,50.158001,50.602001,50.602001,"2015-07-27"
1279,51.150002,53.080002,50.368,52.964001,52.964001,"2015-07-28"
